[VMEM] WARNING: physical memory size is smaller than virtual memory size.

*** ChampSim Multicore Out-of-Order Simulator ***
Warmup Instructions: 50000000
Simulation Instructions: 200000000
Number of CPUs: 1
Page size: 4096
Core 0: /local-ssd/ben/dpc4-traces/gtraces_v2/tahoe_0004.champsim.gz
Off-chip DRAM Size: 64 GiB Channels: 1 Width: 64-bit Data Rate: 4807 MT/s
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
Heartbeat CPU 0 instructions: 500002 cycles: 176445 heartbeat IPC: 2.834 cumulative IPC: 2.834 (Simulation time: 00 hr 00 min 03 sec)
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
Heartbeat CPU 0 instructions: 1000008 cycles: 287985 heartbeat IPC: 4.483 cumulative IPC: 3.472 (Simulation time: 00 hr 00 min 04 sec)
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
Heartbeat CPU 0 instructions: 1500013 cycles: 432078 heartbeat IPC: 3.47 cumulative IPC: 3.472 (Simulation time: 00 hr 00 min 06 sec)
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
Heartbeat CPU 0 instructions: 2000017 cycles: 557445 heartbeat IPC: 3.988 cumulative IPC: 3.588 (Simulation time: 00 hr 00 min 08 sec)
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
Heartbeat CPU 0 instructions: 2500023 cycles: 681200 heartbeat IPC: 4.04 cumulative IPC: 3.67 (Simulation time: 00 hr 00 min 10 sec)
Heartbeat CPU 0 instructions: 3000024 cycles: 806908 heartbeat IPC: 3.977 cumulative IPC: 3.718 (Simulation time: 00 hr 00 min 12 sec)
Heartbeat CPU 0 instructions: 3500029 cycles: 928236 heartbeat IPC: 4.121 cumulative IPC: 3.771 (Simulation time: 00 hr 00 min 14 sec)
Heartbeat CPU 0 instructions: 4000034 cycles: 1085246 heartbeat IPC: 3.185 cumulative IPC: 3.686 (Simulation time: 00 hr 00 min 16 sec)
Heartbeat CPU 0 instructions: 4500035 cycles: 1272392 heartbeat IPC: 2.672 cumulative IPC: 3.537 (Simulation time: 00 hr 00 min 19 sec)
Heartbeat CPU 0 instructions: 5000039 cycles: 1385361 heartbeat IPC: 4.426 cumulative IPC: 3.609 (Simulation time: 00 hr 00 min 20 sec)
Heartbeat CPU 0 instructions: 5500043 cycles: 1506881 heartbeat IPC: 4.115 cumulative IPC: 3.65 (Simulation time: 00 hr 00 min 22 sec)
Heartbeat CPU 0 instructions: 6000045 cycles: 1626884 heartbeat IPC: 4.167 cumulative IPC: 3.688 (Simulation time: 00 hr 00 min 24 sec)
Heartbeat CPU 0 instructions: 6500047 cycles: 1746021 heartbeat IPC: 4.197 cumulative IPC: 3.723 (Simulation time: 00 hr 00 min 26 sec)
Heartbeat CPU 0 instructions: 7000054 cycles: 1865869 heartbeat IPC: 4.172 cumulative IPC: 3.752 (Simulation time: 00 hr 00 min 28 sec)
Heartbeat CPU 0 instructions: 7500055 cycles: 1983980 heartbeat IPC: 4.233 cumulative IPC: 3.78 (Simulation time: 00 hr 00 min 30 sec)
Heartbeat CPU 0 instructions: 8000059 cycles: 2149564 heartbeat IPC: 3.02 cumulative IPC: 3.722 (Simulation time: 00 hr 00 min 33 sec)
Heartbeat CPU 0 instructions: 8500059 cycles: 2335431 heartbeat IPC: 2.69 cumulative IPC: 3.64 (Simulation time: 00 hr 00 min 35 sec)
Heartbeat CPU 0 instructions: 9000066 cycles: 2506366 heartbeat IPC: 2.925 cumulative IPC: 3.591 (Simulation time: 00 hr 00 min 38 sec)
Heartbeat CPU 0 instructions: 9500073 cycles: 2676450 heartbeat IPC: 2.94 cumulative IPC: 3.55 (Simulation time: 00 hr 00 min 40 sec)
Heartbeat CPU 0 instructions: 10000079 cycles: 2788130 heartbeat IPC: 4.477 cumulative IPC: 3.587 (Simulation time: 00 hr 00 min 42 sec)
Heartbeat CPU 0 instructions: 10500081 cycles: 2980447 heartbeat IPC: 2.6 cumulative IPC: 3.523 (Simulation time: 00 hr 00 min 44 sec)
Heartbeat CPU 0 instructions: 11000082 cycles: 3092510 heartbeat IPC: 4.462 cumulative IPC: 3.557 (Simulation time: 00 hr 00 min 46 sec)
Heartbeat CPU 0 instructions: 11500089 cycles: 3217977 heartbeat IPC: 3.985 cumulative IPC: 3.574 (Simulation time: 00 hr 00 min 47 sec)
Heartbeat CPU 0 instructions: 12000090 cycles: 3398448 heartbeat IPC: 2.771 cumulative IPC: 3.531 (Simulation time: 00 hr 00 min 50 sec)
Heartbeat CPU 0 instructions: 12500090 cycles: 3574778 heartbeat IPC: 2.836 cumulative IPC: 3.497 (Simulation time: 00 hr 00 min 52 sec)
Heartbeat CPU 0 instructions: 13000094 cycles: 3721502 heartbeat IPC: 3.408 cumulative IPC: 3.493 (Simulation time: 00 hr 00 min 54 sec)
Heartbeat CPU 0 instructions: 13500095 cycles: 3833361 heartbeat IPC: 4.47 cumulative IPC: 3.522 (Simulation time: 00 hr 00 min 56 sec)
Heartbeat CPU 0 instructions: 14000097 cycles: 3940809 heartbeat IPC: 4.653 cumulative IPC: 3.553 (Simulation time: 00 hr 00 min 57 sec)
Heartbeat CPU 0 instructions: 14500097 cycles: 4060960 heartbeat IPC: 4.161 cumulative IPC: 3.571 (Simulation time: 00 hr 00 min 59 sec)
Heartbeat CPU 0 instructions: 15000098 cycles: 4175448 heartbeat IPC: 4.367 cumulative IPC: 3.592 (Simulation time: 00 hr 01 min 01 sec)
Heartbeat CPU 0 instructions: 15500101 cycles: 4336754 heartbeat IPC: 3.1 cumulative IPC: 3.574 (Simulation time: 00 hr 01 min 03 sec)
Heartbeat CPU 0 instructions: 16000101 cycles: 4487485 heartbeat IPC: 3.317 cumulative IPC: 3.565 (Simulation time: 00 hr 01 min 06 sec)
Heartbeat CPU 0 instructions: 16500105 cycles: 4619865 heartbeat IPC: 3.777 cumulative IPC: 3.572 (Simulation time: 00 hr 01 min 08 sec)
Heartbeat CPU 0 instructions: 17000108 cycles: 4762861 heartbeat IPC: 3.497 cumulative IPC: 3.569 (Simulation time: 00 hr 01 min 10 sec)
Heartbeat CPU 0 instructions: 17500108 cycles: 4900145 heartbeat IPC: 3.642 cumulative IPC: 3.571 (Simulation time: 00 hr 01 min 12 sec)
Heartbeat CPU 0 instructions: 18000112 cycles: 5026988 heartbeat IPC: 3.942 cumulative IPC: 3.581 (Simulation time: 00 hr 01 min 14 sec)
Heartbeat CPU 0 instructions: 18500117 cycles: 5209928 heartbeat IPC: 2.733 cumulative IPC: 3.551 (Simulation time: 00 hr 01 min 17 sec)
Heartbeat CPU 0 instructions: 19000124 cycles: 5375589 heartbeat IPC: 3.018 cumulative IPC: 3.535 (Simulation time: 00 hr 01 min 19 sec)
Heartbeat CPU 0 instructions: 19500126 cycles: 5531787 heartbeat IPC: 3.201 cumulative IPC: 3.525 (Simulation time: 00 hr 01 min 22 sec)
Heartbeat CPU 0 instructions: 20000129 cycles: 5695784 heartbeat IPC: 3.049 cumulative IPC: 3.511 (Simulation time: 00 hr 01 min 24 sec)
Heartbeat CPU 0 instructions: 20500134 cycles: 5865253 heartbeat IPC: 2.95 cumulative IPC: 3.495 (Simulation time: 00 hr 01 min 26 sec)
Heartbeat CPU 0 instructions: 21000139 cycles: 6022417 heartbeat IPC: 3.181 cumulative IPC: 3.487 (Simulation time: 00 hr 01 min 29 sec)
Heartbeat CPU 0 instructions: 21500140 cycles: 6179879 heartbeat IPC: 3.175 cumulative IPC: 3.479 (Simulation time: 00 hr 01 min 31 sec)
Heartbeat CPU 0 instructions: 22000144 cycles: 6330389 heartbeat IPC: 3.322 cumulative IPC: 3.475 (Simulation time: 00 hr 01 min 33 sec)
Heartbeat CPU 0 instructions: 22500146 cycles: 6445031 heartbeat IPC: 4.361 cumulative IPC: 3.491 (Simulation time: 00 hr 01 min 35 sec)
Heartbeat CPU 0 instructions: 23000151 cycles: 6610538 heartbeat IPC: 3.021 cumulative IPC: 3.479 (Simulation time: 00 hr 01 min 38 sec)
Heartbeat CPU 0 instructions: 23500153 cycles: 6738639 heartbeat IPC: 3.903 cumulative IPC: 3.487 (Simulation time: 00 hr 01 min 40 sec)
Heartbeat CPU 0 instructions: 24000156 cycles: 6896161 heartbeat IPC: 3.174 cumulative IPC: 3.48 (Simulation time: 00 hr 01 min 42 sec)
Heartbeat CPU 0 instructions: 24500160 cycles: 7047377 heartbeat IPC: 3.307 cumulative IPC: 3.476 (Simulation time: 00 hr 01 min 44 sec)
Heartbeat CPU 0 instructions: 25000160 cycles: 7181805 heartbeat IPC: 3.719 cumulative IPC: 3.481 (Simulation time: 00 hr 01 min 46 sec)
Heartbeat CPU 0 instructions: 25500161 cycles: 7301206 heartbeat IPC: 4.188 cumulative IPC: 3.493 (Simulation time: 00 hr 01 min 48 sec)
Heartbeat CPU 0 instructions: 26000166 cycles: 7420040 heartbeat IPC: 4.208 cumulative IPC: 3.504 (Simulation time: 00 hr 01 min 50 sec)
Heartbeat CPU 0 instructions: 26500166 cycles: 7534214 heartbeat IPC: 4.379 cumulative IPC: 3.517 (Simulation time: 00 hr 01 min 52 sec)
Heartbeat CPU 0 instructions: 27000167 cycles: 7650785 heartbeat IPC: 4.289 cumulative IPC: 3.529 (Simulation time: 00 hr 01 min 53 sec)
Heartbeat CPU 0 instructions: 27500173 cycles: 7764898 heartbeat IPC: 4.382 cumulative IPC: 3.542 (Simulation time: 00 hr 01 min 55 sec)
Heartbeat CPU 0 instructions: 28000178 cycles: 7878410 heartbeat IPC: 4.405 cumulative IPC: 3.554 (Simulation time: 00 hr 01 min 57 sec)
Heartbeat CPU 0 instructions: 28500183 cycles: 7991269 heartbeat IPC: 4.43 cumulative IPC: 3.566 (Simulation time: 00 hr 01 min 59 sec)
Heartbeat CPU 0 instructions: 29000183 cycles: 8106426 heartbeat IPC: 4.342 cumulative IPC: 3.577 (Simulation time: 00 hr 02 min 01 sec)
Heartbeat CPU 0 instructions: 29500190 cycles: 8244639 heartbeat IPC: 3.618 cumulative IPC: 3.578 (Simulation time: 00 hr 02 min 03 sec)
Heartbeat CPU 0 instructions: 30000191 cycles: 8392920 heartbeat IPC: 3.372 cumulative IPC: 3.574 (Simulation time: 00 hr 02 min 05 sec)
Heartbeat CPU 0 instructions: 30500192 cycles: 8537267 heartbeat IPC: 3.464 cumulative IPC: 3.573 (Simulation time: 00 hr 02 min 08 sec)
Heartbeat CPU 0 instructions: 31000196 cycles: 8686137 heartbeat IPC: 3.359 cumulative IPC: 3.569 (Simulation time: 00 hr 02 min 10 sec)
Heartbeat CPU 0 instructions: 31500197 cycles: 8854253 heartbeat IPC: 2.974 cumulative IPC: 3.558 (Simulation time: 00 hr 02 min 12 sec)
Heartbeat CPU 0 instructions: 32000202 cycles: 8986873 heartbeat IPC: 3.77 cumulative IPC: 3.561 (Simulation time: 00 hr 02 min 15 sec)
Heartbeat CPU 0 instructions: 32500207 cycles: 9148943 heartbeat IPC: 3.085 cumulative IPC: 3.552 (Simulation time: 00 hr 02 min 17 sec)
Heartbeat CPU 0 instructions: 33000210 cycles: 9339763 heartbeat IPC: 2.62 cumulative IPC: 3.533 (Simulation time: 00 hr 02 min 20 sec)
Heartbeat CPU 0 instructions: 33500213 cycles: 9481606 heartbeat IPC: 3.525 cumulative IPC: 3.533 (Simulation time: 00 hr 02 min 21 sec)
Heartbeat CPU 0 instructions: 34000213 cycles: 9621107 heartbeat IPC: 3.584 cumulative IPC: 3.534 (Simulation time: 00 hr 02 min 22 sec)
Heartbeat CPU 0 instructions: 34500213 cycles: 9760672 heartbeat IPC: 3.583 cumulative IPC: 3.535 (Simulation time: 00 hr 02 min 23 sec)
Heartbeat CPU 0 instructions: 35000215 cycles: 9900251 heartbeat IPC: 3.582 cumulative IPC: 3.535 (Simulation time: 00 hr 02 min 25 sec)
Heartbeat CPU 0 instructions: 35500221 cycles: 10048433 heartbeat IPC: 3.374 cumulative IPC: 3.533 (Simulation time: 00 hr 02 min 26 sec)
Heartbeat CPU 0 instructions: 36000222 cycles: 10148432 heartbeat IPC: 5 cumulative IPC: 3.547 (Simulation time: 00 hr 02 min 28 sec)
Heartbeat CPU 0 instructions: 36500224 cycles: 10248437 heartbeat IPC: 5 cumulative IPC: 3.562 (Simulation time: 00 hr 02 min 29 sec)
Heartbeat CPU 0 instructions: 37000230 cycles: 10348438 heartbeat IPC: 5 cumulative IPC: 3.575 (Simulation time: 00 hr 02 min 30 sec)
Heartbeat CPU 0 instructions: 37500236 cycles: 10448441 heartbeat IPC: 5 cumulative IPC: 3.589 (Simulation time: 00 hr 02 min 32 sec)
Heartbeat CPU 0 instructions: 38000239 cycles: 10548439 heartbeat IPC: 5 cumulative IPC: 3.602 (Simulation time: 00 hr 02 min 33 sec)
Heartbeat CPU 0 instructions: 38500242 cycles: 10681835 heartbeat IPC: 3.748 cumulative IPC: 3.604 (Simulation time: 00 hr 02 min 35 sec)
Heartbeat CPU 0 instructions: 39000248 cycles: 10798262 heartbeat IPC: 4.295 cumulative IPC: 3.612 (Simulation time: 00 hr 02 min 37 sec)
Heartbeat CPU 0 instructions: 39500250 cycles: 10913342 heartbeat IPC: 4.345 cumulative IPC: 3.619 (Simulation time: 00 hr 02 min 38 sec)
Heartbeat CPU 0 instructions: 40000254 cycles: 11034551 heartbeat IPC: 4.125 cumulative IPC: 3.625 (Simulation time: 00 hr 02 min 40 sec)
