[VMEM] WARNING: physical memory size is smaller than virtual memory size.

*** ChampSim Multicore Out-of-Order Simulator ***
Warmup Instructions: 50000000
Simulation Instructions: 200000000
Number of CPUs: 1
Page size: 4096
Core 0: /local-ssd/ben/dpc4-traces/gtraces_v2/tahoe_0004.champsim.gz
 L1D Berti prefetcher
Off-chip DRAM Size: 64 GiB Channels: 1 Width: 64-bit Data Rate: 800 MT/s
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
Heartbeat CPU 0 instructions: 500002 cycles: 179911 heartbeat IPC: 2.779 cumulative IPC: 2.779 (Simulation time: 00 hr 00 min 05 sec)
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
Heartbeat CPU 0 instructions: 1000008 cycles: 291547 heartbeat IPC: 4.479 cumulative IPC: 3.43 (Simulation time: 00 hr 00 min 06 sec)
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
Heartbeat CPU 0 instructions: 1500012 cycles: 436701 heartbeat IPC: 3.445 cumulative IPC: 3.435 (Simulation time: 00 hr 00 min 09 sec)
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
Heartbeat CPU 0 instructions: 2000017 cycles: 561467 heartbeat IPC: 4.008 cumulative IPC: 3.562 (Simulation time: 00 hr 00 min 11 sec)
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
[BTB] WARNING: target of return is a lower address than the corresponding call. This is usually a problem with your trace.
Heartbeat CPU 0 instructions: 2500023 cycles: 685824 heartbeat IPC: 4.021 cumulative IPC: 3.645 (Simulation time: 00 hr 00 min 13 sec)
Heartbeat CPU 0 instructions: 3000024 cycles: 811508 heartbeat IPC: 3.978 cumulative IPC: 3.697 (Simulation time: 00 hr 00 min 15 sec)
Heartbeat CPU 0 instructions: 3500029 cycles: 934930 heartbeat IPC: 4.051 cumulative IPC: 3.744 (Simulation time: 00 hr 00 min 17 sec)
Heartbeat CPU 0 instructions: 4000034 cycles: 1092911 heartbeat IPC: 3.165 cumulative IPC: 3.66 (Simulation time: 00 hr 00 min 20 sec)
Heartbeat CPU 0 instructions: 4500037 cycles: 1282541 heartbeat IPC: 2.637 cumulative IPC: 3.509 (Simulation time: 00 hr 00 min 22 sec)
Heartbeat CPU 0 instructions: 5000039 cycles: 1395990 heartbeat IPC: 4.407 cumulative IPC: 3.582 (Simulation time: 00 hr 00 min 24 sec)
Heartbeat CPU 0 instructions: 5500041 cycles: 1518275 heartbeat IPC: 4.089 cumulative IPC: 3.623 (Simulation time: 00 hr 00 min 26 sec)
Heartbeat CPU 0 instructions: 6000045 cycles: 1637703 heartbeat IPC: 4.187 cumulative IPC: 3.664 (Simulation time: 00 hr 00 min 28 sec)
Heartbeat CPU 0 instructions: 6500047 cycles: 1757883 heartbeat IPC: 4.16 cumulative IPC: 3.698 (Simulation time: 00 hr 00 min 30 sec)
Heartbeat CPU 0 instructions: 7000054 cycles: 1878741 heartbeat IPC: 4.137 cumulative IPC: 3.726 (Simulation time: 00 hr 00 min 32 sec)
Heartbeat CPU 0 instructions: 7500061 cycles: 1998430 heartbeat IPC: 4.178 cumulative IPC: 3.753 (Simulation time: 00 hr 00 min 34 sec)
