Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
ai-ml,clip_trace_1.champsimtrace.gz,3.535,200000000,56571726,SUCCESS,1099.26
ai-ml,bark.cpp-bark-small.coarse_token_gen.1.champsimtrace.gz,3.258,200000005,61387234,SUCCESS,1107.42
ai-ml,vit.cpp-large-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.47,200000000,57634040,SUCCESS,1136.26
ai-ml,clip_trace_3.champsimtrace.gz,3.213,200000000,62252349,SUCCESS,1141.73
ai-ml,vit.cpp-base-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.396,200000001,58896083,SUCCESS,1178.52
SPEC17,649.fotonik3d_s-1176B.champsimtrace.xz,3.331,200000005,60040849,SUCCESS,1171.99
SPEC17,603.bwaves_s-891B.champsimtrace.xz,1.674,200000006,119488900,SUCCESS,1193.05
ai-ml,whisper_trace_3.champsimtrace.gz,2.983,200000001,67056481,SUCCESS,1257.08
ai-ml,whisper_trace_1.champsimtrace.gz,2.975,200000005,67216935,SUCCESS,1269.81
Graph/GMS,gms.k_clique_list_danisch_serial.soc-pokec-relationships.slice-4.champsimtrace.gz,2.253,200000003,88788526,SUCCESS,1292.23
Graph/GMS,gms.maximal_clique_enum_bron_kerbosch.soc-pokec-relationships.slice-3852.champsimtrace.gz,2.212,200000002,90427388,SUCCESS,1299.20
gtraces_v2,arizona_0002.champsim.gz,1.985,200000007,100779787,SUCCESS,1296.88
Graph/GMS,gms.k_clique_count_set_based.soc-pokec-relationships.slice-4.champsimtrace.gz,2.25,200000003,88901149,SUCCESS,1304.47
ai-ml,whisper_trace_2.champsimtrace.gz,2.986,200000001,66972163,SUCCESS,1313.12
ai-ml,bark.cpp-bark-small.coarse_token_gen.2.champsimtrace.gz,3.081,200000003,64914010,SUCCESS,1343.23
SPEC17,654.roms_s-293B.champsimtrace.xz,2.78,200000004,71933882,SUCCESS,1342.87
ai-ml,llama2.c-stories15M.1.champsimtrace.gz,2.193,200000002,91187242,SUCCESS,1371.73
ai-ml,llama2.c-stories15M.3.champsimtrace.gz,2.143,200000003,93315991,SUCCESS,1376.96
ai-ml,bark.cpp-bark-small.coarse_token_gen.4.champsimtrace.gz,2.657,200000002,75276514,SUCCESS,1384.91
ai-ml,llama2.c-stories15M.2.champsimtrace.gz,2.177,200000007,91868837,SUCCESS,1384.81
SPEC17,603.bwaves_s-1740B.champsimtrace.xz,2.498,200000005,80069417,SUCCESS,1381.32
SPEC17,621.wrf_s-6673B.champsimtrace.xz,2.275,200000001,87897311,SUCCESS,1386.43
SPEC17,654.roms_s-294B.champsimtrace.xz,2.575,200000007,77680355,SUCCESS,1399.81
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M.champsimtrace.xz,2.016,200000001,99229201,SUCCESS,1412.56
gtraces_v2,arizona_0000.champsim.gz,1.737,200000000,115172344,SUCCESS,1442.48
SPEC17,649.fotonik3d_s-7084B.champsimtrace.xz,2.699,200000004,74096948,SUCCESS,1449.82
ai-ml,llama2.c-stories42M.3.champsimtrace.gz,2.218,200000001,90154248,SUCCESS,1458.67
ai-ml,llama2.c-stories42M.2.champsimtrace.gz,2.208,200000004,90587816,SUCCESS,1463.66
ai-ml,llama2.c-stories42M.1.champsimtrace.gz,2.21,200000000,90500031,SUCCESS,1479.14
gtraces_v2,arizona_0001.champsim.gz,1.733,200000001,115416991,SUCCESS,1495.65
gtraces_v2,charlie_0000.champsim.gz,1.369,200000002,146134167,SUCCESS,1496.38
Graph/Ligra,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_154750M.length_250M.champsimtrace.xz,1.852,200000007,107985900,SUCCESS,1551.31
