Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
ai-ml,clip_trace_1.champsimtrace.gz,3.534,200000001,56592733,SUCCESS,1077.19
ai-ml,bark.cpp-bark-small.coarse_token_gen.1.champsimtrace.gz,3.256,200000004,61425111,SUCCESS,1117.49
ai-ml,clip_trace_3.champsimtrace.gz,3.212,200000003,62274925,SUCCESS,1131.39
ai-ml,vit.cpp-large-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.464,200000002,57728940,SUCCESS,1137.02
ai-ml,vit.cpp-base-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.393,200000005,58941711,SUCCESS,1162.71
SPEC17,603.bwaves_s-891B.champsimtrace.xz,1.675,200000005,119404513,SUCCESS,1170.82
SPEC17,649.fotonik3d_s-1176B.champsimtrace.xz,3.33,200000004,60064566,SUCCESS,1184.14
ai-ml,whisper_trace_1.champsimtrace.gz,2.978,200000005,67161220,SUCCESS,1255.19
ai-ml,whisper_trace_3.champsimtrace.gz,2.984,200000005,67030450,SUCCESS,1259.31
ai-ml,whisper_trace_2.champsimtrace.gz,2.988,200000006,66930997,SUCCESS,1270.77
Graph/GMS,gms.k_clique_list_danisch_serial.soc-pokec-relationships.slice-4.champsimtrace.gz,2.253,200000003,88788659,SUCCESS,1302.60
Graph/GMS,gms.k_clique_count_set_based.soc-pokec-relationships.slice-4.champsimtrace.gz,2.245,200000003,89078290,SUCCESS,1306.30
Graph/GMS,gms.maximal_clique_enum_bron_kerbosch.soc-pokec-relationships.slice-3852.champsimtrace.gz,2.211,200000002,90437124,SUCCESS,1312.50
gtraces_v2,arizona_0002.champsim.gz,1.903,200000007,105080249,SUCCESS,1335.20
SPEC17,654.roms_s-293B.champsimtrace.xz,2.782,200000004,71884408,SUCCESS,1341.54
ai-ml,bark.cpp-bark-small.coarse_token_gen.2.champsimtrace.gz,3.071,200000001,65116760,SUCCESS,1349.12
ai-ml,llama2.c-stories15M.1.champsimtrace.gz,2.181,200000002,91680812,SUCCESS,1376.01
SPEC17,621.wrf_s-6673B.champsimtrace.xz,2.276,200000005,87889085,SUCCESS,1382.44
SPEC17,603.bwaves_s-1740B.champsimtrace.xz,2.497,200000006,80109082,SUCCESS,1385.67
SPEC17,654.roms_s-294B.champsimtrace.xz,2.574,200000007,77703193,SUCCESS,1386.11
ai-ml,bark.cpp-bark-small.coarse_token_gen.4.champsimtrace.gz,2.653,200000007,75381589,SUCCESS,1394.64
ai-ml,llama2.c-stories15M.2.champsimtrace.gz,2.176,200000003,91924838,SUCCESS,1394.14
ai-ml,llama2.c-stories15M.3.champsimtrace.gz,2.188,200000003,91391557,SUCCESS,1399.10
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M.champsimtrace.xz,2.013,200000001,99351971,SUCCESS,1405.04
gtraces_v2,arizona_0000.champsim.gz,1.704,200000000,117353092,SUCCESS,1439.66
SPEC17,649.fotonik3d_s-7084B.champsimtrace.xz,2.697,200000003,74156658,SUCCESS,1443.22
ai-ml,llama2.c-stories42M.2.champsimtrace.gz,2.212,200000002,90416657,SUCCESS,1450.45
ai-ml,llama2.c-stories42M.1.champsimtrace.gz,2.216,200000000,90237129,SUCCESS,1460.88
ai-ml,llama2.c-stories42M.3.champsimtrace.gz,2.22,200000001,90078267,SUCCESS,1461.75
gtraces_v2,arizona_0001.champsim.gz,1.689,200000001,118385574,SUCCESS,1504.58
gtraces_v2,charlie_0000.champsim.gz,1.288,200000002,155297691,SUCCESS,1526.22
Graph/Ligra,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_154750M.length_250M.champsimtrace.xz,1.854,200000007,107864592,SUCCESS,1554.79
SPEC17,602.gcc_s-734B.champsimtrace.xz,2.001,200000001,99951774,SUCCESS,1549.71
SPEC17,602.gcc_s-1850B.champsimtrace.xz,1.388,200000000,144110929,SUCCESS,1556.76
Graph/GMS,gms.k_clique_star_list.soc-pokec-relationships.slice-1291.champsimtrace.gz,1.411,200000001,141776450,SUCCESS,1569.74
ai-ml,stable-diffusion.cpp-v1-5-pruned-emaonly.2.champsimtrace.gz,2.646,200000002,75589228,SUCCESS,1569.67
ai-ml,llama2.c-stories110M.2.champsimtrace.gz,1.932,200000000,103505498,SUCCESS,1577.05
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.96,200000005,102022541,SUCCESS,1595.53
ai-ml,llama2.c-stories110M.1.champsimtrace.gz,1.942,200000000,102963688,SUCCESS,1592.65
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.948,200000000,102677435,SUCCESS,1608.48
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.961,200000005,102013122,SUCCESS,1633.29
ai-ml,llama2.c-stories110M.3.champsimtrace.gz,1.933,200000003,103465071,SUCCESS,1639.57
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.3.champsimtrace.gz,2.675,200000002,74766794,SUCCESS,1643.53
Graph/GMS,gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-236.champsimstrace.gz,1.029,200000000,194409877,SUCCESS,1659.11
