Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
Graph/GMS,gms.maximal_clique_enum_bron_kerbosch.soc-pokec-relationships.slice-3852.champsimtrace.gz,2.246,200000002,89057292,SUCCESS,1314.35
ai-ml,clip_trace_1.champsimtrace.gz,2.622,200000006,76272905,SUCCESS,1326.39
ai-ml,bark.cpp-bark-small.coarse_token_gen.1.champsimtrace.gz,2.583,200000004,77421251,SUCCESS,1342.46
ai-ml,vit.cpp-large-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,2.471,200000002,80930161,SUCCESS,1384.52
ai-ml,vit.cpp-base-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,2.503,200000001,79902144,SUCCESS,1417.75
ai-ml,clip_trace_3.champsimtrace.gz,2.072,200000000,96547973,SUCCESS,1489.87
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M.champsimtrace.xz,1.854,200000003,107899027,SUCCESS,1507.17
gtraces_v2,arizona_0002.champsim.gz,1.456,200000007,137345170,SUCCESS,1592.08
SPEC17,603.bwaves_s-891B.champsimtrace.xz,1.106,200000000,180859410,SUCCESS,1640.95
ai-ml,whisper_trace_3.champsimtrace.gz,1.959,200000002,102110291,SUCCESS,1681.84
ai-ml,whisper_trace_2.champsimtrace.gz,1.957,200000000,102178872,SUCCESS,1693.56
ai-ml,whisper_trace_1.champsimtrace.gz,1.952,200000004,102449295,SUCCESS,1702.03
ai-ml,bark.cpp-bark-small.coarse_token_gen.2.champsimtrace.gz,2.191,200000001,91278879,SUCCESS,1706.14
Graph/GMS,gms.k_clique_star_list.soc-pokec-relationships.slice-1291.champsimtrace.gz,1.269,200000000,157562772,SUCCESS,1738.53
Graph/GMS,gms.k_clique_count_set_based.soc-pokec-relationships.slice-4.champsimtrace.gz,1.376,200000003,145381593,SUCCESS,1780.01
Graph/GMS,gms.k_clique_list_danisch_serial.soc-pokec-relationships.slice-4.champsimtrace.gz,1.383,200000003,144637689,SUCCESS,1781.99
gtraces_v2,arizona_0000.champsim.gz,1.324,200000000,151039531,SUCCESS,1804.64
SPEC17,654.roms_s-293B.champsimtrace.xz,1.632,200000004,122569225,SUCCESS,1803.59
ai-ml,bark.cpp-bark-small.coarse_token_gen.4.champsimtrace.gz,1.836,200000003,108904745,SUCCESS,1817.48
SPEC17,602.gcc_s-734B.champsimtrace.xz,1.594,200000001,125453394,SUCCESS,1858.84
gtraces_v2,charlie_0000.champsim.gz,0.9883,200000002,202373786,SUCCESS,1863.66
ai-ml,stable-diffusion.cpp-v1-5-pruned-emaonly.2.champsimtrace.gz,2.018,200000003,99105847,SUCCESS,1905.63
Graph/GMS,gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-236.champsimstrace.gz,0.879,200000000,227540775,SUCCESS,1921.33
gtraces_v2,arizona_0001.champsim.gz,1.275,200000000,156835087,SUCCESS,1919.72
SPEC17,602.gcc_s-1850B.champsimtrace.xz,0.9728,200000000,205584937,SUCCESS,1962.43
SPEC17,654.roms_s-294B.champsimtrace.xz,1.362,200000007,146874840,SUCCESS,2017.22
SPEC17,607.cactuBSSN_s-2421B.champsimtrace.xz,2.022,200000003,98904527,SUCCESS,2052.91
Graph/GMS,gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-248.champsimstrace.gz,0.768,200000001,260414586,SUCCESS,2152.13
gtraces_v2,charlie_0001.champsim.gz,0.8351,200000006,239487264,SUCCESS,2165.80
SPEC17,621.wrf_s-6673B.champsimtrace.xz,1.086,200000001,184094688,SUCCESS,2169.77
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-117.champsimtrace.gz,0.6268,200000000,319089102,SUCCESS,2288.39
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.3.champsimtrace.gz,1.605,200000001,124575181,SUCCESS,2292.96
ai-ml,stable-diffusion.cpp-sd-v1-4.ckpt.2.champsimtrace.gz,1.605,200000001,124596206,SUCCESS,2324.67
SPEC17,649.fotonik3d_s-1176B.champsimtrace.xz,1.009,200000006,198185294,SUCCESS,2357.31
SPEC17,603.bwaves_s-1740B.champsimtrace.xz,1.034,200000002,193487168,SUCCESS,2365.30
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.2.champsimtrace.gz,1.563,200000003,127945658,SUCCESS,2402.39
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-367.champsimtrace.gz,0.7997,200000001,250105909,SUCCESS,2445.66
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,0.8439,200000007,236997773,SUCCESS,2533.36
Graph/Ligra,ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.5984,200000002,334209211,SUCCESS,2548.36
gtraces_v2,charlie_0004.champsim.gz,0.6768,200000004,295519051,SUCCESS,2558.24
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,0.8416,200000007,237631683,SUCCESS,2571.22
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,0.8401,200000000,238070032,SUCCESS,2583.46
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M.champsimtrace.xz,0.6802,200000000,294027726,SUCCESS,2586.65
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.1.champsimtrace.gz,1.246,200000002,160506221,SUCCESS,2654.88
Graph/GAP,bfs-14.trace.gz,0.5299,200000001,377460350,SUCCESS,2667.56
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-80.champsimtrace.gz,0.7119,200000006,280919250,SUCCESS,2697.92
Graph/Ligra,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_184750M.length_250M.champsimtrace.xz,0.6275,200000002,318750235,SUCCESS,2706.26
ai-ml,stable-diffusion.cpp-sd-v1-4.ckpt.1.champsimtrace.gz,1.403,200000000,142579622,SUCCESS,2708.76
gtraces_v2,merced_0000.champsim.gz,0.5394,200000001,370773555,SUCCESS,2777.85
Graph/Ligra,ligra_Components.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M.champsimtrace.xz,0.6292,200000000,317880703,SUCCESS,2843.19
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M.champsimtrace.xz,0.6286,200000003,318143671,SUCCESS,2846.40
Graph/GAP,bfs-10.trace.gz,0.4844,200000001,412884016,SUCCESS,2848.10
ai-ml,llama2.c-stories15M.3.champsimtrace.gz,0.6818,200000000,293328538,SUCCESS,2882.95
ai-ml,llama2.c-stories15M.2.champsimtrace.gz,0.6809,200000007,293748851,SUCCESS,2914.78
ai-ml,llama2.c-stories15M.1.champsimtrace.gz,0.6771,200000003,295373997,SUCCESS,2936.05
SPEC17,649.fotonik3d_s-7084B.champsimtrace.xz,0.8018,200000002,249447022,SUCCESS,2950.65
gtraces_v2,tahoe_0002.champsim.gz,0.5398,200000001,370484572,SUCCESS,2979.53
gtraces_v2,charlie_0002.champsim.gz,0.5495,200000002,363968278,SUCCESS,3030.41
gtraces_v2,yankee_0002.champsim.gz,0.4514,200000000,443054595,SUCCESS,3063.25
gtraces_v2,charlie_0003.champsim.gz,0.522,200000007,383168897,SUCCESS,3068.77
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-137.champsimtrace.gz,0.4391,200000004,455527306,SUCCESS,3085.05
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_6000M.length_250M.champsimtrace.xz,0.5763,200000002,347045400,SUCCESS,3104.23
ai-ml,llama2.c-stories42M.1.champsimtrace.gz,0.649,200000000,308179333,SUCCESS,3115.64
ai-ml,llama2.c-stories42M.3.champsimtrace.gz,0.6484,200000001,308460975,SUCCESS,3122.11
ai-ml,llama2.c-stories42M.2.champsimtrace.gz,0.6489,200000004,308215946,SUCCESS,3127.81
gtraces_v2,tahoe_0004.champsim.gz,0.4513,200000000,443211892,SUCCESS,3126.48
gtraces_v2,tango_0001.champsim.gz,0.4852,200000002,412209965,SUCCESS,3167.47
ai-ml,llama2.c-stories110M.1.champsimtrace.gz,0.6388,200000006,313110545,SUCCESS,3180.88
ai-ml,llama2.c-stories110M.2.champsimtrace.gz,0.6388,200000000,313097137,SUCCESS,3200.52
gtraces_v2,merced_0004.champsim.gz,0.4346,200000001,460167150,SUCCESS,3202.61
Graph/Ligra,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_154750M.length_250M.champsimtrace.xz,0.542,200000007,369028482,SUCCESS,3216.46
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-360.champsimtrace.gz,0.4237,200000001,471981890,SUCCESS,3222.98
gtraces_v2,tahoe_0000.champsim.gz,0.436,200000001,458693444,SUCCESS,3238.48
gtraces_v2,tango_0002.champsim.gz,0.4493,200000000,445159555,SUCCESS,3242.90
ai-ml,bark.cpp-bark-small.coarse_token_gen.5.champsimtrace.gz,0.7292,200000002,274261410,SUCCESS,3262.88
ai-ml,llama2.c-stories110M.3.champsimtrace.gz,0.6377,200000006,313613633,SUCCESS,3271.39
gtraces_v2,tango_0004.champsim.gz,0.4439,200000000,450516392,SUCCESS,3277.42
gtraces_v2,tango_0000.champsim.gz,0.4343,200000000,460520356,SUCCESS,3293.58
Graph/Ligra,ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_22250M.length_250M.champsimtrace.xz,0.5145,200000003,388700459,SUCCESS,3346.98
Graph/Ligra,ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M.champsimtrace.xz,0.5753,200000000,347634380,SUCCESS,3409.65
gtraces_v2,merced_0002.champsim.gz,0.402,200000006,497478671,SUCCESS,3402.77
SPEC17,654.roms_s-523B.champsimtrace.xz,0.6042,200000004,330995996,SUCCESS,3466.92
gtraces_v2,tango_0003.champsim.gz,0.4031,200000000,496139470,SUCCESS,3490.75
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_15500M.length_250M.champsimtrace.xz,0.4851,200000005,412323680,SUCCESS,3498.96
gtraces_v2,yankee_0003.champsim.gz,0.3651,200000002,547782559,SUCCESS,3587.12
gtraces_v2,merced_0001.champsim.gz,0.3813,200000001,524573302,SUCCESS,3637.71
gtraces_v2,merced_0003.champsim.gz,0.3767,200000007,530990553,SUCCESS,3655.30
gtraces_v2,yankee_0001.champsim.gz,0.3507,200000000,570262693,SUCCESS,3702.80
