Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
ai-ml,bark.cpp-bark-small.coarse_token_gen.1.champsimtrace.gz,3.172,200000001,63055478,SUCCESS,1072.12
ai-ml,clip_trace_1.champsimtrace.gz,3.395,200000000,58914633,SUCCESS,1078.13
ai-ml,vit.cpp-large-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.286,200000006,60860828,SUCCESS,1100.40
ai-ml,clip_trace_3.champsimtrace.gz,3.038,200000002,65840452,SUCCESS,1104.89
ai-ml,vit.cpp-base-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.249,200000003,61560071,SUCCESS,1128.47
ai-ml,whisper_trace_2.champsimtrace.gz,2.915,200000005,68619720,SUCCESS,1179.70
ai-ml,whisper_trace_3.champsimtrace.gz,2.916,200000002,68588817,SUCCESS,1187.35
ai-ml,whisper_trace_1.champsimtrace.gz,2.899,200000001,68981405,SUCCESS,1186.99
ai-ml,bark.cpp-bark-small.coarse_token_gen.2.champsimtrace.gz,2.968,200000005,67395108,SUCCESS,1281.92
Graph/GMS,gms.maximal_clique_enum_bron_kerbosch.soc-pokec-relationships.slice-3852.champsimtrace.gz,2.17,200000002,92174964,SUCCESS,1296.36
Graph/GMS,gms.k_clique_list_danisch_serial.soc-pokec-relationships.slice-4.champsimtrace.gz,2.161,200000003,92562221,SUCCESS,1296.69
SPEC17,603.bwaves_s-891B.champsimtrace.xz,1.477,200000005,135412363,SUCCESS,1297.48
Graph/GMS,gms.k_clique_count_set_based.soc-pokec-relationships.slice-4.champsimtrace.gz,2.149,200000003,93076304,SUCCESS,1312.98
SPEC17,654.roms_s-293B.champsimtrace.xz,2.55,200000004,78423549,SUCCESS,1315.26
ai-ml,bark.cpp-bark-small.coarse_token_gen.4.champsimtrace.gz,2.541,200000003,78714582,SUCCESS,1331.66
gtraces_v2,arizona_0002.champsim.gz,1.809,200000007,110584895,SUCCESS,1339.02
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M.champsimtrace.xz,1.859,200000003,107594300,SUCCESS,1375.41
SPEC17,654.roms_s-294B.champsimtrace.xz,2.304,200000006,86795575,SUCCESS,1395.37
gtraces_v2,arizona_0000.champsim.gz,1.667,200000000,119946525,SUCCESS,1449.61
SPEC17,621.wrf_s-6673B.champsimtrace.xz,1.937,200000005,103267736,SUCCESS,1455.04
gtraces_v2,arizona_0001.champsim.gz,1.647,200000000,121430060,SUCCESS,1500.36
ai-ml,llama2.c-stories15M.2.champsimtrace.gz,1.655,200000003,120827748,SUCCESS,1509.52
ai-ml,stable-diffusion.cpp-v1-5-pruned-emaonly.2.champsimtrace.gz,2.428,200000006,82375192,SUCCESS,1520.40
SPEC17,603.bwaves_s-1740B.champsimtrace.xz,1.63,200000000,122716448,SUCCESS,1524.48
ai-ml,stable-diffusion.cpp-sd-v1-4.ckpt.2.champsimtrace.gz,2.55,200000001,78444011,SUCCESS,1545.87
