Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
Graph/GMS,gms.k_clique_list_danisch_serial.soc-pokec-relationships.slice-4.champsimtrace.gz,2.213,200000003,90375485,SUCCESS,1537.56
Graph/GMS,gms.maximal_clique_enum_bron_kerbosch.soc-pokec-relationships.slice-3852.champsimtrace.gz,2.187,200000002,91443673,SUCCESS,1568.08
Graph/GMS,gms.k_clique_count_set_based.soc-pokec-relationships.slice-4.champsimtrace.gz,2.203,200000003,90792782,SUCCESS,1578.08
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M.champsimtrace.xz,1.903,200000003,105072422,SUCCESS,1685.91
Graph/GMS,gms.k_clique_star_list.soc-pokec-relationships.slice-1291.champsimtrace.gz,1.392,200000000,143692313,SUCCESS,1881.16
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.921,200000005,104133553,SUCCESS,1884.08
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.909,200000000,104745928,SUCCESS,1932.10
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.921,200000005,104113389,SUCCESS,1934.63
Graph/GMS,gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-236.champsimstrace.gz,1.04,200000000,192252764,SUCCESS,1963.33
ai-ml,clip_trace_3.champsimtrace.gz,3.121,200000001,64077163,SUCCESS,1371.31
ai-ml,vit.cpp-large-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.356,200000005,59589416,SUCCESS,1350.11
Graph/Ligra,ligra_Components.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M.champsimtrace.xz,1.467,200000003,136355214,SUCCESS,2031.77
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M.champsimtrace.xz,1.467,200000002,136353219,SUCCESS,2037.91
Graph/Ligra,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_184750M.length_250M.champsimtrace.xz,1.074,200000003,186291179,SUCCESS,2157.44
Graph/Ligra,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_154750M.length_250M.champsimtrace.xz,1.529,200000007,130785044,SUCCESS,2160.28
ai-ml,vit.cpp-base-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.289,200000005,60806412,SUCCESS,1406.39
ai-ml,whisper_trace_3.champsimtrace.gz,2.919,200000006,68517645,SUCCESS,1496.97
Graph/GMS,gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-248.champsimstrace.gz,0.9304,200000003,214953151,SUCCESS,2186.32
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-367.champsimtrace.gz,1.128,200000001,177298268,SUCCESS,2247.74
Graph/Ligra,ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_22250M.length_250M.champsimtrace.xz,1.333,200000003,150071288,SUCCESS,2269.78
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_15500M.length_250M.champsimtrace.xz,1.419,200000005,140937123,SUCCESS,2274.99
ai-ml,whisper_trace_1.champsimtrace.gz,2.905,200000001,68842182,SUCCESS,1525.66
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-117.champsimtrace.gz,0.7652,200000000,261358665,SUCCESS,2329.86
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-80.champsimtrace.gz,1.078,200000001,185539684,SUCCESS,2343.01
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M.champsimtrace.xz,0.9254,200000000,216117877,SUCCESS,2345.63
ai-ml,bark.cpp-bark-small.coarse_token_gen.2.champsimtrace.gz,2.955,200000003,67678549,SUCCESS,1607.24
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_6000M.length_250M.champsimtrace.xz,1.051,200000002,190372187,SUCCESS,2381.39
ai-ml,clip_trace_1.champsimtrace.gz,3.472,200000003,57607422,SUCCESS,1297.22
ai-ml,bark.cpp-bark-small.coarse_token_gen.1.champsimtrace.gz,3.182,200000000,62853184,SUCCESS,1323.31
ai-ml,llama2.c-stories110M.2.champsimtrace.gz,1.594,200000000,125464973,SUCCESS,2040.65
ai-ml,whisper_trace_2.champsimtrace.gz,2.921,200000003,68470647,SUCCESS,1493.20
ai-ml,bark.cpp-bark-small.coarse_token_gen.4.champsimtrace.gz,2.564,200000002,78008578,SUCCESS,1665.54
Graph/Ligra,ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.7691,200000003,260057384,SUCCESS,2561.78
ai-ml,llama2.c-stories110M.1.champsimtrace.gz,1.592,200000000,125616745,SUCCESS,2065.41
ai-ml,llama2.c-stories42M.1.champsimtrace.gz,1.777,200000000,112534156,SUCCESS,1916.87
ai-ml,llama2.c-stories42M.2.champsimtrace.gz,1.776,200000004,112610872,SUCCESS,1859.28
Graph/Ligra,ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M.champsimtrace.xz,1.148,200000000,174177496,SUCCESS,2670.66
ai-ml,llama2.c-stories15M.1.champsimtrace.gz,1.766,200000002,113224321,SUCCESS,1780.75
ai-ml,stable-diffusion.cpp-v1-5-pruned-emaonly.2.champsimtrace.gz,2.583,200000000,77434992,SUCCESS,1892.62
ai-ml,llama2.c-stories15M.2.champsimtrace.gz,1.772,200000007,112894024,SUCCESS,1785.58
ai-ml,llama2.c-stories15M.3.champsimtrace.gz,1.758,200000000,113743842,SUCCESS,1747.23
gtraces_v2,arizona_0002.champsim.gz,1.895,200000007,105551083,SUCCESS,1550.26
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.3.champsimtrace.gz,2.596,200000005,77035585,SUCCESS,1931.22
gtraces_v2,arizona_0000.champsim.gz,1.69,200000000,118331201,SUCCESS,1722.58
