Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
ai-ml,clip_trace_1.champsimtrace.gz,3.481,200000000,57453406,SUCCESS,1290.70
ai-ml,vit.cpp-large-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.379,200000004,59197598,SUCCESS,1383.61
ai-ml,clip_trace_3.champsimtrace.gz,3.119,200000003,64130941,SUCCESS,1394.18
ai-ml,bark.cpp-bark-small.coarse_token_gen.1.champsimtrace.gz,3.163,200000000,63238019,SUCCESS,1369.28
SPEC17,603.bwaves_s-891B.champsimtrace.xz,1.886,200000005,106066137,SUCCESS,1288.87
ai-ml,vit.cpp-base-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.309,200000006,60444044,SUCCESS,1409.31
Graph/GMS,gms.k_clique_list_danisch_serial.soc-pokec-relationships.slice-4.champsimtrace.gz,2.199,200000002,90959620,SUCCESS,1507.97
Graph/GMS,gms.maximal_clique_enum_bron_kerbosch.soc-pokec-relationships.slice-3852.champsimtrace.gz,2.236,200000002,89459368,SUCCESS,1539.80
Graph/GMS,gms.k_clique_count_set_based.soc-pokec-relationships.slice-4.champsimtrace.gz,2.186,200000007,91475831,SUCCESS,1538.41
ai-ml,whisper_trace_2.champsimtrace.gz,2.913,200000003,68658434,SUCCESS,1506.16
ai-ml,whisper_trace_3.champsimtrace.gz,2.909,200000005,68759197,SUCCESS,1545.15
ai-ml,whisper_trace_1.champsimtrace.gz,2.899,200000001,68984284,SUCCESS,1556.84
ai-ml,bark.cpp-bark-small.coarse_token_gen.2.champsimtrace.gz,2.904,200000001,68869465,SUCCESS,1646.25
gtraces_v2,arizona_0002.champsim.gz,1.919,200000006,104219555,SUCCESS,1619.38
SPEC17,603.bwaves_s-1740B.champsimtrace.xz,2.425,200000003,82479366,SUCCESS,1589.45
ai-ml,bark.cpp-bark-small.coarse_token_gen.4.champsimtrace.gz,2.564,200000002,78016813,SUCCESS,1686.51
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M.champsimtrace.xz,2.143,200000003,93322134,SUCCESS,1747.20
SPEC17,649.fotonik3d_s-1176B.champsimtrace.xz,2.618,200000004,76395428,SUCCESS,1630.50
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.86,200000005,107537743,SUCCESS,1905.97
SPEC17,654.roms_s-293B.champsimtrace.xz,2.64,200000004,75770164,SUCCESS,1676.60
ai-ml,llama2.c-stories15M.1.champsimtrace.gz,1.913,200000001,104527680,SUCCESS,1746.69
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.881,200000005,106341590,SUCCESS,1934.11
ai-ml,llama2.c-stories15M.2.champsimtrace.gz,1.933,200000005,103475592,SUCCESS,1748.49
SPEC17,621.wrf_s-6673B.champsimtrace.xz,2.179,200000001,91770368,SUCCESS,1674.61
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.847,200000000,108308638,SUCCESS,1900.64
ai-ml,llama2.c-stories15M.3.champsimtrace.gz,1.886,200000000,106071504,SUCCESS,1776.07
gtraces_v2,arizona_0000.champsim.gz,1.67,200000000,119792045,SUCCESS,1783.24
SPEC17,654.roms_s-294B.champsimtrace.xz,2.395,200000005,83491516,SUCCESS,1727.92
Graph/Ligra,ligra_Components.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M.champsimtrace.xz,1.574,200000000,127101784,SUCCESS,1927.42
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M.champsimtrace.xz,1.573,200000000,127178387,SUCCESS,1943.50
ai-ml,llama2.c-stories42M.2.champsimtrace.gz,1.892,200000004,105683460,SUCCESS,1861.21
ai-ml,llama2.c-stories42M.3.champsimtrace.gz,1.942,200000001,103011204,SUCCESS,1865.73
ai-ml,llama2.c-stories42M.1.champsimtrace.gz,1.918,200000005,104288008,SUCCESS,1891.33
