Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
ai-ml,clip_trace_1.champsimtrace.gz,3.519,200000004,56837101,SUCCESS,1017.23
ai-ml,vit.cpp-large-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.438,200000006,58171046,SUCCESS,1072.79
ai-ml,clip_trace_3.champsimtrace.gz,3.176,200000006,62974281,SUCCESS,1076.69
ai-ml,bark.cpp-bark-small.coarse_token_gen.1.champsimtrace.gz,3.222,200000007,62077132,SUCCESS,1083.69
ai-ml,vit.cpp-base-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.379,200000003,59191219,SUCCESS,1089.32
ai-ml,whisper_trace_3.champsimtrace.gz,2.985,200000004,67008278,SUCCESS,1147.22
ai-ml,whisper_trace_1.champsimtrace.gz,2.964,200000005,67472941,SUCCESS,1162.73
ai-ml,whisper_trace_2.champsimtrace.gz,2.978,200000005,67157430,SUCCESS,1162.54
SPEC17,603.bwaves_s-891B.champsimtrace.xz,1.627,200000000,122914859,SUCCESS,1168.62
SPEC17,649.fotonik3d_s-1176B.champsimtrace.xz,3.213,200000003,62239691,SUCCESS,1174.55
ai-ml,bark.cpp-bark-small.coarse_token_gen.2.champsimtrace.gz,3.082,200000001,64897222,SUCCESS,1257.24
Graph/GMS,gms.k_clique_list_danisch_serial.soc-pokec-relationships.slice-4.champsimtrace.gz,2.243,200000003,89153293,SUCCESS,1270.33
Graph/GMS,gms.k_clique_count_set_based.soc-pokec-relationships.slice-4.champsimtrace.gz,2.257,200000003,88612866,SUCCESS,1271.82
gtraces_v2,arizona_0002.champsim.gz,1.973,200000007,101380678,SUCCESS,1266.59
Graph/GMS,gms.maximal_clique_enum_bron_kerbosch.soc-pokec-relationships.slice-3852.champsimtrace.gz,2.21,200000002,90512329,SUCCESS,1282.70
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M.champsimtrace.xz,1.957,200000003,102173768,SUCCESS,1308.22
SPEC17,654.roms_s-293B.champsimtrace.xz,2.667,200000003,75004179,SUCCESS,1308.76
ai-ml,bark.cpp-bark-small.coarse_token_gen.4.champsimtrace.gz,2.637,200000007,75839606,SUCCESS,1321.61
ai-ml,llama2.c-stories15M.2.champsimtrace.gz,2.059,200000007,97127290,SUCCESS,1340.89
SPEC17,621.wrf_s-6673B.champsimtrace.xz,2.206,200000001,90656064,SUCCESS,1339.58
SPEC17,654.roms_s-294B.champsimtrace.xz,2.51,200000006,79667568,SUCCESS,1348.13
SPEC17,649.fotonik3d_s-7084B.champsimtrace.xz,2.694,200000005,74248075,SUCCESS,1352.53
ai-ml,llama2.c-stories15M.1.champsimtrace.gz,2.001,200000002,99942159,SUCCESS,1371.25
SPEC17,603.bwaves_s-1740B.champsimtrace.xz,2.284,200000004,87547544,SUCCESS,1383.60
ai-ml,llama2.c-stories15M.3.champsimtrace.gz,1.982,200000003,100890235,SUCCESS,1392.90
gtraces_v2,arizona_0000.champsim.gz,1.696,200000000,117908185,SUCCESS,1418.63
ai-ml,stable-diffusion.cpp-v1-5-pruned-emaonly.2.champsimtrace.gz,2.553,200000000,78348387,SUCCESS,1445.76
gtraces_v2,arizona_0001.champsim.gz,1.701,200000000,117609368,SUCCESS,1466.01
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.3.champsimtrace.gz,2.685,200000006,74489891,SUCCESS,1499.30
ai-ml,llama2.c-stories42M.3.champsimtrace.gz,1.923,200000001,103996320,SUCCESS,1500.67
ai-ml,llama2.c-stories42M.2.champsimtrace.gz,1.94,200000004,103086691,SUCCESS,1507.60
ai-ml,llama2.c-stories42M.1.champsimtrace.gz,1.935,200000000,103367792,SUCCESS,1514.03
ai-ml,stable-diffusion.cpp-sd-v1-4.ckpt.2.champsimtrace.gz,2.685,200000000,74493426,SUCCESS,1517.03
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.2.champsimtrace.gz,2.62,200000006,76341766,SUCCESS,1530.52
ai-ml,llama2.c-stories110M.2.champsimtrace.gz,1.831,200000000,109240767,SUCCESS,1534.72
Graph/Ligra,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_154750M.length_250M.champsimtrace.xz,1.825,200000007,109608914,SUCCESS,1542.87
Graph/GMS,gms.k_clique_star_list.soc-pokec-relationships.slice-1291.champsimtrace.gz,1.4,200000000,142813566,SUCCESS,1546.45
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,2.002,200000005,99923482,SUCCESS,1552.37
SPEC17,607.cactuBSSN_s-2421B.champsimtrace.xz,2.88,200000005,69446861,SUCCESS,1542.83
ai-ml,llama2.c-stories110M.1.champsimtrace.gz,1.798,200000000,111263496,SUCCESS,1553.35
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,2.011,200000007,99453863,SUCCESS,1567.15
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.991,200000000,100442769,SUCCESS,1568.55
gtraces_v2,charlie_0000.champsim.gz,1.178,200000000,169708914,SUCCESS,1572.32
Graph/GMS,gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-236.champsimstrace.gz,1.026,200000000,194996701,SUCCESS,1595.70
ai-ml,llama2.c-stories110M.3.champsimtrace.gz,1.823,200000002,109713037,SUCCESS,1599.67
SPEC17,602.gcc_s-1850B.champsimtrace.xz,1.175,200000000,170211747,SUCCESS,1604.64
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M.champsimtrace.xz,1.483,200000002,134828201,SUCCESS,1635.08
Graph/Ligra,ligra_Components.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M.champsimtrace.xz,1.483,200000003,134844399,SUCCESS,1637.99
ai-ml,bark.cpp-bark-small.coarse_token_gen.5.champsimtrace.gz,1.846,200000004,108351184,SUCCESS,1635.86
SPEC17,602.gcc_s-734B.champsimtrace.xz,1.747,200000002,114505164,SUCCESS,1664.39
ai-ml,stable-diffusion.cpp-sd-v1-4.ckpt.1.champsimtrace.gz,2.353,200000002,85009552,SUCCESS,1727.80
gtraces_v2,charlie_0001.champsim.gz,1.075,200000006,186089538,SUCCESS,1747.24
Graph/GMS,gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-248.champsimstrace.gz,0.9104,200000003,219679899,SUCCESS,1754.83
Graph/Ligra,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_184750M.length_250M.champsimtrace.xz,1.031,200000003,194011782,SUCCESS,1760.99
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M.champsimtrace.xz,0.9198,200000000,217426938,SUCCESS,1768.78
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-367.champsimtrace.gz,1.111,200000001,180013466,SUCCESS,1778.37
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_15500M.length_250M.champsimtrace.xz,1.452,200000004,137740574,SUCCESS,1817.56
SPEC17,654.roms_s-523B.champsimtrace.xz,1.659,200000004,120560764,SUCCESS,1812.03
Graph/Ligra,ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_22250M.length_250M.champsimtrace.xz,1.353,200000003,147827297,SUCCESS,1837.87
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-117.champsimtrace.gz,0.7583,200000000,263741467,SUCCESS,1841.51
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-80.champsimtrace.gz,1.055,200000001,189512498,SUCCESS,1855.34
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.1.champsimtrace.gz,1.808,200000003,110594086,SUCCESS,1858.73
gtraces_v2,charlie_0004.champsim.gz,0.9695,200000004,206292810,SUCCESS,1898.51
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_6000M.length_250M.champsimtrace.xz,1.046,200000002,191264986,SUCCESS,1910.79
Graph/Ligra,ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M.champsimtrace.xz,1.181,200000000,169349871,SUCCESS,1994.12
Graph/GAP,bfs-14.trace.gz,0.6971,200000001,286908313,SUCCESS,2031.92
gtraces_v2,merced_0000.champsim.gz,0.7587,200000001,263618203,SUCCESS,2043.34
Graph/Ligra,ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.7045,200000003,283907011,SUCCESS,2060.95
gtraces_v2,yankee_0002.champsim.gz,0.7298,200000000,274064264,SUCCESS,2082.38
Graph/GAP,bfs-10.trace.gz,0.6384,200000001,313274759,SUCCESS,2113.65
gtraces_v2,charlie_0003.champsim.gz,0.7629,200000003,262159474,SUCCESS,2174.05
gtraces_v2,charlie_0002.champsim.gz,0.7866,200000006,254257122,SUCCESS,2242.43
gtraces_v2,tahoe_0004.champsim.gz,0.6593,200000000,303372510,SUCCESS,2249.99
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M.champsimtrace.xz,1.061,200000006,188537577,SUCCESS,2280.22
gtraces_v2,tahoe_0000.champsim.gz,0.6589,200000001,303553423,SUCCESS,2282.07
gtraces_v2,merced_0004.champsim.gz,0.6537,200000001,305942799,SUCCESS,2292.52
gtraces_v2,tahoe_0002.champsim.gz,0.7161,200000001,279278844,SUCCESS,2303.52
gtraces_v2,tango_0001.champsim.gz,0.6943,200000000,288077923,SUCCESS,2341.62
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-137.champsimtrace.gz,0.5647,200000004,354169216,SUCCESS,2372.34
gtraces_v2,merced_0002.champsim.gz,0.6163,200000006,324520065,SUCCESS,2387.97
gtraces_v2,tango_0002.champsim.gz,0.6289,200000000,318022034,SUCCESS,2417.14
gtraces_v2,tango_0004.champsim.gz,0.6287,200000000,318102214,SUCCESS,2419.62
gtraces_v2,yankee_0001.champsim.gz,0.5939,200000000,336734651,SUCCESS,2433.58
gtraces_v2,yankee_0004.champsim.gz,0.5896,200000005,339223129,SUCCESS,2440.84
gtraces_v2,yankee_0003.champsim.gz,0.5985,200000002,334144665,SUCCESS,2448.73
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-360.champsimtrace.gz,0.5557,200000000,359901063,SUCCESS,2474.64
gtraces_v2,yankee_0000.champsim.gz,0.5796,200000003,345078065,SUCCESS,2487.09
gtraces_v2,tango_0000.champsim.gz,0.6093,200000001,328258426,SUCCESS,2488.92
gtraces_v2,merced_0003.champsim.gz,0.5826,200000007,343317494,SUCCESS,2520.73
gtraces_v2,merced_0001.champsim.gz,0.5856,200000001,341526485,SUCCESS,2549.47
gtraces_v2,tango_0003.champsim.gz,0.5797,200000000,344982515,SUCCESS,2572.35
gtraces_v2,sierra.a.3_0001.champsim.gz,0.5547,200000002,360544624,SUCCESS,2596.23
Graph/GAP,sssp-14.trace.gz,0.6385,200000003,313230181,SUCCESS,2655.92
gtraces_v2,tahoe_0001.champsim.gz,0.5451,200000000,366874987,SUCCESS,2671.65
gtraces_v2,sierra.a.3_0002.champsim.gz,0.5436,200000000,367941229,SUCCESS,2674.32
Graph/GAP,sssp-10.trace.gz,0.6397,200000004,312638627,SUCCESS,2704.45
SPEC17,620.omnetpp_s-874B.champsimtrace.xz,0.5693,200000007,351289966,SUCCESS,2745.94
gtraces_v2,sierra.a.3_0003.champsim.gz,0.5381,200000004,371668907,SUCCESS,2749.01
gtraces_v2,sierra.a.3_0004.champsim.gz,0.5207,200000001,384113665,SUCCESS,2751.37
gtraces_v2,sierra.a.6_0000.champsim.gz,0.5211,200000000,383799026,SUCCESS,2754.67
gtraces_v2,tahoe_0003.champsim.gz,0.5417,200000006,369221430,SUCCESS,2765.39
SPEC17,605.mcf_s-484B.champsimtrace.xz,0.788,200000001,253797371,SUCCESS,2838.67
gtraces_v2,sierra.a.6_0004.champsim.gz,0.503,200000002,397640133,SUCCESS,2842.34
gtraces_v2,sierra.a.6_0002.champsim.gz,0.4939,200000000,404950991,SUCCESS,2845.84
SPEC17,619.lbm_s-2676B.champsimtrace.xz,1.1,200000003,181892939,SUCCESS,2870.21
gtraces_v2,sierra.a.6_0001.champsim.gz,0.4785,200000005,417994654,SUCCESS,2932.85
SPEC17,623.xalancbmk_s-10B.champsimtrace.xz,0.6602,200000001,302934612,SUCCESS,2943.00
Graph/GAP,cc-5.trace.gz,0.4837,200000001,413505204,SUCCESS,2951.89
gtraces_v2,sierra.a.6_0003.champsim.gz,0.47,200000001,425563676,SUCCESS,2966.37
gtraces_v2,sierra.a.4_0004.champsim.gz,0.478,200000000,418410906,SUCCESS,2987.35
gtraces_v2,sierra.a.3_0000.champsim.gz,0.4629,200000007,432101762,SUCCESS,2986.48
gtraces_v2,sierra.a.4_0003.champsim.gz,0.4581,200000004,436538636,SUCCESS,3047.06
gtraces_v2,sierra.a.4_0000.champsim.gz,0.4633,200000002,431708886,SUCCESS,3079.80
SPEC17,605.mcf_s-1536B.champsimtrace.xz,0.8433,200000000,237167534,SUCCESS,3107.10
Graph/GAP,cc-14.trace.gz,0.4172,200000000,479370440,SUCCESS,3159.03
SPEC17,605.mcf_s-472B.champsimtrace.xz,0.6949,200000001,287792596,SUCCESS,3238.59
gtraces_v2,sierra.a.4_0002.champsim.gz,0.413,200000007,484308350,SUCCESS,3293.22
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M.champsimtrace.xz,0.4221,200000001,473808972,SUCCESS,3364.16
Graph/GAP,cc-13.trace.gz,0.3653,200000002,547498712,SUCCESS,3392.89
gtraces_v2,sierra.a.4_0001.champsim.gz,0.3963,200000000,504708396,SUCCESS,3417.07
SPEC17,605.mcf_s-1554B.champsimtrace.xz,0.6277,200000000,318612260,SUCCESS,3556.15
