Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
Graph/GAP,bfs-14.trace.gz,N/A,0,0,PARSE_FAIL,14.37
Graph/GAP,bfs-10.trace.gz,N/A,0,0,PARSE_FAIL,14.90
ai-ml,llama2.c-stories15M.2.champsimtrace.gz,N/A,0,0,PARSE_FAIL,97.15
ai-ml,stable-diffusion.cpp-v1-5-pruned-emaonly.2.champsimtrace.gz,N/A,0,0,PARSE_FAIL,166.17
ai-ml,llama2.c-stories15M.3.champsimtrace.gz,N/A,0,0,PARSE_FAIL,211.49
ai-ml,vit.cpp-large-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.451,200000005,57960467,SUCCESS,1226.40
ai-ml,clip_trace_3.champsimtrace.gz,3.19,200000001,62702708,SUCCESS,1254.01
ai-ml,vit.cpp-base-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.409,200000001,58662329,SUCCESS,1268.88
ai-ml,whisper_trace_2.champsimtrace.gz,2.973,200000003,67263194,SUCCESS,1383.87
ai-ml,whisper_trace_1.champsimtrace.gz,2.963,200000001,67500900,SUCCESS,1395.53
ai-ml,whisper_trace_3.champsimtrace.gz,2.971,200000004,67312367,SUCCESS,1418.83
ai-ml,clip_trace_1.champsimtrace.gz,3.546,200000000,56408234,SUCCESS,1200.04
ai-ml,bark.cpp-bark-small.coarse_token_gen.2.champsimtrace.gz,3.051,200000004,65544327,SUCCESS,1457.36
Graph/GMS,gms.k_clique_count_set_based.soc-pokec-relationships.slice-4.champsimtrace.gz,2.242,200000003,89222169,SUCCESS,1476.88
Graph/GMS,gms.k_clique_list_danisch_serial.soc-pokec-relationships.slice-4.champsimtrace.gz,2.244,200000003,89110999,SUCCESS,1487.88
Graph/GMS,gms.maximal_clique_enum_bron_kerbosch.soc-pokec-relationships.slice-3852.champsimtrace.gz,2.215,200000002,90310891,SUCCESS,1493.69
ai-ml,llama2.c-stories15M.1.champsimtrace.gz,2.243,200000002,89146789,SUCCESS,1495.38
ai-ml,bark.cpp-bark-small.coarse_token_gen.4.champsimtrace.gz,2.647,200000007,75567737,SUCCESS,1505.79
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M.champsimtrace.xz,1.924,200000003,103930199,SUCCESS,1580.21
ai-ml,llama2.c-stories42M.2.champsimtrace.gz,2.265,200000004,88306878,SUCCESS,1582.58
ai-ml,llama2.c-stories42M.1.champsimtrace.gz,2.276,200000000,87883285,SUCCESS,1631.94
ai-ml,llama2.c-stories110M.1.champsimtrace.gz,1.973,200000000,101365198,SUCCESS,1742.33
ai-ml,llama2.c-stories42M.3.champsimtrace.gz,2.275,200000001,87928785,SUCCESS,1644.64
ai-ml,llama2.c-stories110M.2.champsimtrace.gz,1.969,200000000,101592401,SUCCESS,1759.54
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.3.champsimtrace.gz,2.665,200000005,75037520,SUCCESS,1760.91
ai-ml,stable-diffusion.cpp-sd-v1-4.ckpt.2.champsimtrace.gz,2.665,200000001,75046246,SUCCESS,1761.99
Graph/GMS,gms.k_clique_star_list.soc-pokec-relationships.slice-1291.champsimtrace.gz,1.394,200000000,143441977,SUCCESS,1798.48
Graph/Ligra,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_154750M.length_250M.champsimtrace.xz,1.862,200000007,107398047,SUCCESS,1804.17
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.926,200000007,103844300,SUCCESS,1847.68
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.926,200000007,103833933,SUCCESS,1849.83
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.915,200000000,104430230,SUCCESS,1859.26
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.2.champsimtrace.gz,2.591,200000006,77204366,SUCCESS,1878.93
Graph/GMS,gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-236.champsimstrace.gz,1.031,200000000,193936213,SUCCESS,1896.60
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M.champsimtrace.xz,1.549,200000002,129127318,SUCCESS,1898.64
Graph/Ligra,ligra_Components.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M.champsimtrace.xz,1.55,200000000,129032430,SUCCESS,1909.32
