Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
ai-ml,bark.cpp-bark-small.coarse_token_gen.1.champsimtrace.gz,2.528,200000000,79100900,SUCCESS,1241.84
ai-ml,clip_trace_1.champsimtrace.gz,2.661,200000006,75168560,SUCCESS,1260.04
Graph/GMS,gms.maximal_clique_enum_bron_kerbosch.soc-pokec-relationships.slice-3852.champsimtrace.gz,2.169,200000002,92219154,SUCCESS,1284.92
ai-ml,vit.cpp-large-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,2.489,200000005,80364720,SUCCESS,1305.32
ai-ml,vit.cpp-base-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,2.399,200000002,83374622,SUCCESS,1342.65
ai-ml,clip_trace_3.champsimtrace.gz,2.08,200000001,96141741,SUCCESS,1403.48
ai-ml,whisper_trace_3.champsimtrace.gz,1.994,200000005,100307427,SUCCESS,1508.50
ai-ml,whisper_trace_1.champsimtrace.gz,1.961,200000001,101976814,SUCCESS,1516.39
gtraces_v2,arizona_0002.champsim.gz,1.548,200000007,129185087,SUCCESS,1519.54
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M.champsimtrace.xz,1.736,200000003,115213317,SUCCESS,1528.14
ai-ml,whisper_trace_2.champsimtrace.gz,1.968,200000006,101638407,SUCCESS,1554.80
SPEC17,654.roms_s-293B.champsimtrace.xz,2.001,200000004,99940649,SUCCESS,1567.52
ai-ml,bark.cpp-bark-small.coarse_token_gen.2.champsimtrace.gz,2.073,200000006,96468464,SUCCESS,1591.32
Graph/GMS,gms.k_clique_star_list.soc-pokec-relationships.slice-1291.champsimtrace.gz,1.304,200000000,153392601,SUCCESS,1629.20
gtraces_v2,charlie_0000.champsim.gz,1.125,200000000,177788811,SUCCESS,1646.30
SPEC17,654.roms_s-294B.champsimtrace.xz,1.771,200000007,112911010,SUCCESS,1663.87
SPEC17,603.bwaves_s-891B.champsimtrace.xz,1.059,200000005,188904807,SUCCESS,1690.44
gtraces_v2,arizona_0000.champsim.gz,1.379,200000000,144984891,SUCCESS,1699.84
ai-ml,bark.cpp-bark-small.coarse_token_gen.4.champsimtrace.gz,1.736,200000004,115178624,SUCCESS,1728.01
Graph/GMS,gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-236.champsimstrace.gz,0.9445,200000000,211748580,SUCCESS,1735.73
Graph/GMS,gms.k_clique_count_set_based.soc-pokec-relationships.slice-4.champsimtrace.gz,1.372,200000003,145762135,SUCCESS,1747.67
SPEC17,602.gcc_s-734B.champsimtrace.xz,1.591,200000001,125682141,SUCCESS,1760.57
Graph/GMS,gms.k_clique_list_danisch_serial.soc-pokec-relationships.slice-4.champsimtrace.gz,1.386,200000003,144250366,SUCCESS,1764.82
ai-ml,stable-diffusion.cpp-v1-5-pruned-emaonly.2.champsimtrace.gz,1.999,200000007,100069779,SUCCESS,1795.72
gtraces_v2,arizona_0001.champsim.gz,1.329,200000001,150436606,SUCCESS,1817.60
SPEC17,621.wrf_s-6673B.champsimtrace.xz,1.222,200000001,163648830,SUCCESS,1863.07
SPEC17,602.gcc_s-1850B.champsimtrace.xz,0.9258,200000000,216037812,SUCCESS,1978.69
gtraces_v2,charlie_0001.champsim.gz,0.9412,200000005,212503573,SUCCESS,1996.16
Graph/GMS,gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-248.champsimstrace.gz,0.8242,200000003,242670115,SUCCESS,2008.57
SPEC17,607.cactuBSSN_s-2421B.champsimtrace.xz,2.048,200000007,97659522,SUCCESS,2019.50
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.3.champsimtrace.gz,1.639,200000001,122033963,SUCCESS,2070.50
SPEC17,603.bwaves_s-1740B.champsimtrace.xz,1.061,200000004,188495806,SUCCESS,2105.66
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-367.champsimtrace.gz,0.9365,200000001,213551823,SUCCESS,2127.19
ai-ml,stable-diffusion.cpp-sd-v1-4.ckpt.2.champsimtrace.gz,1.64,200000005,121983822,SUCCESS,2131.27
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-117.champsimtrace.gz,0.6777,200000000,295135902,SUCCESS,2162.73
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M.champsimtrace.xz,0.764,200000000,261787824,SUCCESS,2258.37
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.2.champsimtrace.gz,1.623,200000004,123249077,SUCCESS,2266.62
Graph/Ligra,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_184750M.length_250M.champsimtrace.xz,0.8014,200000003,249572597,SUCCESS,2276.06
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-80.champsimtrace.gz,0.8595,200000001,232687416,SUCCESS,2300.34
gtraces_v2,charlie_0004.champsim.gz,0.7783,200000004,256967987,SUCCESS,2380.72
SPEC17,649.fotonik3d_s-1176B.champsimtrace.xz,0.9809,200000005,203895432,SUCCESS,2408.14
Graph/Ligra,ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.6743,200000003,296612242,SUCCESS,2420.90
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,0.8715,200000007,229492832,SUCCESS,2520.50
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,0.8707,200000005,229702249,SUCCESS,2522.44
Graph/GAP,bfs-14.trace.gz,0.5739,200000001,348464892,SUCCESS,2552.65
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,0.868,200000000,230409021,SUCCESS,2563.13
